book_ref,book_date,total_amount
00A36E,2017-08-01 17:06:00+03,56000
00A39B,2017-06-30 19:00:00+03,99300
00A3C2,2017-08-04 08:20:00+03,80000
00A3E0,2017-07-12 08:45:00+03,49600
00A404,2017-07-11 09:35:00+03,96300
00A421,2017-07-29 02:21:00+03,67700
00A48B,2017-07-11 19:29:00+03,50000
00A48F,2017-07-01 17:40:00+03,62800
00A59D,2017-08-05 19:09:00+03,16400
00A5B1,2017-07-19 02:08:00+03,147100
00A614,2017-07-20 01:26:00+03,133200
00A672,2017-07-20 15:49:00+03,25600
00A676,2017-08-01 06:58:00+03,136200
00A69C,2017-08-08 16:15:00+03,137100
00A778,2017-08-09 06:48:00+03,99300
00A7BA,2017-07-29 01:22:00+03,130400
00A7CA,2017-08-08 12:05:00+03,64400
00A7FF,2017-07-13 16:38:00+03,23600
00A82C,2017-07-12 02:07:00+03,95600
00A85A,2017-07-25 14:49:00+03,303300
00A8C8,2017-07-30 00:03:00+03,31600
00A8F6,2017-07-09 20:31:00+03,90800
00A947,2017-07-21 01:32:00+03,24800
00A94E,2017-07-19 16:37:00+03,72300
00A95D,2017-08-07 01:33:00+03,369000
00A968,2017-07-15 04:15:00+03,50800
00A96B,2017-07-12 05:37:00+03,90100
00A970,2017-07-12 09:35:00+03,92600
00A9AF,2017-08-01 06:43:00+03,37900
00A9B6,2017-07-24 05:41:00+03,99200
00A9F5,2017-07-03 17:40:00+03,71100
00AAD8,2017-07-26 00:16:00+03,24600
00AB87,2017-07-21 09:05:00+03,258400
00ABC2,2017-08-07 17:31:00+03,46800
00ABE4,2017-07-06 21:28:00+03,76900
00ABE9,2017-07-16 11:42:00+03,67600
00AC32,2017-07-16 00:38:00+03,19600
00AC52,2017-07-19 03:27:00+03,15400
00AC6D,2017-07-06 23:01:00+03,58800
00AC94,2017-07-13 02:41:00+03,54500
00ACC1,2017-08-10 01:44:00+03,25200
00AD0A,2017-07-09 14:49:00+03,369000
00AD37,2017-07-13 19:12:00+03,47100
00AD72,2017-07-24 01:56:00+03,51300
00ADDF,2017-07-13 14:37:00+03,46400
00AE01,2017-07-20 05:02:00+03,18600
00AEA8,2017-07-30 00:16:00+03,40400
00AEE1,2017-08-12 22:27:00+03,81700
00AEE8,2017-08-14 08:14:00+03,110200
00AEFF,2017-07-30 04:39:00+03,36200
00AFED,2017-07-07 03:42:00+03,54500
00AFF6,2017-08-10 04:14:00+03,87800
00B094,2017-08-02 19:38:00+03,271100
00B09E,2017-07-03 15:35:00+03,66600
00B116,2017-08-12 06:31:00+03,58000
00B161,2017-07-23 22:05:00+03,33300
00B168,2017-07-08 01:05:00+03,7400
00B199,2017-07-26 14:21:00+03,59800
00B22C,2017-08-05 14:12:00+03,40000
00B241,2017-07-04 01:45:00+03,89600
00B2A0,2017-08-08 10:32:00+03,12000
00B2BC,2017-07-17 18:59:00+03,25900
00B2D0,2017-07-27 03:16:00+03,207200
00B2FC,2017-08-01 08:23:00+03,133100
00B2FD,2017-08-05 04:45:00+03,24400
00B31B,2017-08-15 13:06:00+03,46300
00B347,2017-08-13 11:01:00+03,6800
00B36C,2017-08-05 10:56:00+03,131600
00B3A3,2017-07-23 08:26:00+03,25600
00B3EA,2017-07-26 04:30:00+03,31400
00B407,2017-07-05 07:17:00+03,31000
00B44B,2017-07-23 04:22:00+03,114400
00B45B,2017-07-18 06:56:00+03,40800
00B49E,2017-07-12 18:58:00+03,9200
00B4B4,2017-07-22 16:29:00+03,21800
00B4BB,2017-07-16 09:38:00+03,265700
00B525,2017-07-07 22:45:00+03,187800
00B550,2017-07-17 15:33:00+03,8000
00B55B,2017-07-24 13:15:00+03,185300
00B5BC,2017-08-05 03:43:00+03,20400
00B61C,2017-07-15 21:10:00+03,79800
00B629,2017-07-09 18:40:00+03,14700
00B6FE,2017-07-16 05:35:00+03,28700
00B70C,2017-07-22 02:47:00+03,23200
00B74D,2017-07-28 19:46:00+03,58800
00B76F,2017-07-08 08:04:00+03,528000
00B798,2017-07-01 21:39:00+03,12400
00B7E6,2017-08-07 08:50:00+03,111600
00B811,2017-07-30 06:29:00+03,100000
00B8B9,2017-08-01 09:28:00+03,13400
00B920,2017-07-07 06:30:00+03,93900
00B99F,2017-07-10 05:16:00+03,126000
00B9A7,2017-07-11 21:35:00+03,26000
00B9BF,2017-08-02 00:22:00+03,179300
00BA65,2017-08-10 23:08:00+03,153300
00BAB4,2017-08-03 20:57:00+03,35800
00BACA,2017-07-26 22:35:00+03,30400
00BADF,2017-08-14 05:37:00+03,26700
00BAF7,2017-07-24 04:30:00+03,49400
00BB10,2017-07-03 08:56:00+03,38200
00BB3B,2017-07-21 14:13:00+03,57800
00BBC5,2017-07-05 07:11:00+03,50300
00BBCD,2017-08-05 02:06:00+03,75200
00BBF4,2017-07-24 07:27:00+03,21400
00BC4F,2017-07-28 15:30:00+03,33100
00BC7A,2017-07-27 09:44:00+03,111600
00BC84,2017-07-07 06:31:00+03,66600
00BC8A,2017-07-05 08:38:00+03,86500
00BCCA,2017-07-07 03:32:00+03,180000
00BCEC,2017-07-08 12:41:00+03,102100
00BDA8,2017-08-04 18:12:00+03,51600
00BDAD,2017-07-09 02:51:00+03,18000
00BDF1,2017-07-22 03:36:00+03,28800
00BDF3,2017-07-12 19:08:00+03,28800
00BE07,2017-07-12 23:32:00+03,115200
00BEEA,2017-07-28 09:57:00+03,92700
00BEEF,2017-07-04 21:18:00+03,258400
00BF0F,2017-07-21 05:39:00+03,32700
00BF4F,2017-07-01 05:33:00+03,113200
00BF87,2017-07-17 01:27:00+03,24400
00C024,2017-07-24 10:26:00+03,119500
00C04F,2017-07-04 10:05:00+03,35800
00C07E,2017-07-06 08:10:00+03,24400
00C097,2017-08-09 01:38:00+03,55800
00C0B6,2017-08-04 03:05:00+03,399600
00C11A,2017-07-03 08:19:00+03,369000
00C143,2017-08-05 06:17:00+03,25400
00C191,2017-07-06 15:11:00+03,39300
00C199,2017-07-18 16:32:00+03,14000
00C213,2017-08-03 19:22:00+03,94900
00C23F,2017-08-12 04:05:00+03,36000
00C242,2017-07-03 14:37:00+03,24700
00C252,2017-07-21 05:38:00+03,36200
00C278,2017-08-14 12:06:00+03,91600
00C2A5,2017-07-04 06:37:00+03,46200
00C2E1,2017-08-03 01:20:00+03,142400
00C34C,2017-07-27 21:03:00+03,23600
00C367,2017-07-16 22:22:00+03,38600
00C387,2017-08-10 17:01:00+03,24400
00C3B3,2017-08-14 23:07:00+03,22200
00C418,2017-07-10 15:24:00+03,39200
00C45C,2017-07-11 05:23:00+03,13800
00C4CA,2017-08-13 11:24:00+03,52000
00C4FE,2017-07-12 03:47:00+03,167400
00C57C,2017-08-04 17:30:00+03,149700
00C64D,2017-07-23 21:26:00+03,32200
00C679,2017-07-26 23:58:00+03,131600
00C68E,2017-08-13 08:00:00+03,56000
00C6E6,2017-08-04 16:11:00+03,56600
00C6F2,2017-07-04 11:33:00+03,25800
00C727,2017-07-09 09:00:00+03,45200
00C72E,2017-07-09 01:58:00+03,26000
00C738,2017-07-28 07:58:00+03,56000
00C758,2017-07-09 05:32:00+03,30200
00C759,2017-07-17 06:09:00+03,51600
00C7B1,2017-08-03 17:30:00+03,73900
00C7D5,2017-08-01 06:11:00+03,23800
00C811,2017-07-15 07:42:00+03,52900
00C812,2017-07-02 16:33:00+03,16400
00C82D,2017-07-04 06:38:00+03,23200
00C8B6,2017-08-09 09:45:00+03,78300
00C8E8,2017-08-07 20:57:00+03,254900
00C98E,2017-07-11 08:47:00+03,71300
00C9B6,2017-07-19 15:31:00+03,14000
00CA37,2017-08-14 15:30:00+03,40800
00CA80,2017-07-18 17:30:00+03,50000
00CA8B,2017-08-06 15:11:00+03,85000
00CABF,2017-08-14 00:33:00+03,193600
00CAC2,2017-07-07 19:50:00+03,19000
00CAF0,2017-07-01 21:46:00+03,114800
00CAF5,2017-07-24 22:25:00+03,36200
00CB6A,2017-08-06 01:04:00+03,283100
00CBA0,2017-08-14 13:37:00+03,13600
00CBE1,2017-07-07 11:54:00+03,76900
00CBE2,2017-07-28 07:50:00+03,135400
00CCAD,2017-08-08 01:38:00+03,11300
00CCBC,2017-07-15 03:06:00+03,64200
00CCC6,2017-08-10 07:43:00+03,155600
00CCC9,2017-07-04 18:15:00+03,59600
00CD91,2017-08-14 21:57:00+03,63600
00CD94,2017-07-30 23:15:00+03,186900
00CDD3,2017-08-07 02:43:00+03,49600
00CDD6,2017-07-09 10:00:00+03,40400
00CDFE,2017-08-06 13:43:00+03,129200
00CE1C,2017-07-16 09:22:00+03,6300
00CE91,2017-07-27 21:59:00+03,27300
00CEA1,2017-08-04 06:14:00+03,112200
00CEAE,2017-07-05 06:11:00+03,70700
00CEB5,2017-07-20 18:22:00+03,109800
00CF04,2017-08-14 04:14:00+03,13000
00CF0D,2017-08-09 17:11:00+03,172400
00CF2F,2017-06-29 10:21:00+03,112600
00CF38,2017-07-01 04:23:00+03,26700
00D00E,2017-07-06 13:36:00+03,58800
00D03D,2017-08-11 01:40:00+03,40000
00D07B,2017-07-16 18:57:00+03,25400
00D09C,2017-08-11 03:59:00+03,23600
00D0A0,2017-08-02 08:57:00+03,594500
00D0D4,2017-07-13 04:46:00+03,19600
00D138,2017-08-02 01:54:00+03,70500
00D1B1,2017-07-16 00:07:00+03,116400
00D1D2,2017-07-07 08:32:00+03,16400
00D1F7,2017-08-05 22:41:00+03,31600
00D1F9,2017-08-12 14:57:00+03,145000
00D240,2017-07-11 19:58:00+03,99600
00D2C8,2017-07-18 16:17:00+03,131600
00D2FF,2017-07-31 00:15:00+03,75600
00D309,2017-08-11 13:33:00+03,143600
00D367,2017-08-06 00:05:00+03,6700
00D380,2017-07-09 09:07:00+03,73600
00D396,2017-08-02 15:16:00+03,65900
00D413,2017-07-10 09:12:00+03,22000
00D4A6,2017-08-15 17:11:00+03,54000
00D4A9,2017-08-14 02:48:00+03,54800
00D514,2017-07-27 10:16:00+03,37200
00D573,2017-07-15 18:20:00+03,45200
00D59D,2017-08-14 23:48:00+03,69100
00D5AD,2017-07-10 11:28:00+03,6300
00D5B8,2017-07-20 09:54:00+03,37600
00D5DA,2017-07-03 22:48:00+03,103100
00D643,2017-08-13 10:15:00+03,16000
00D64E,2017-07-22 14:35:00+03,51300
00D697,2017-07-29 13:50:00+03,114600
00D75A,2017-07-16 23:21:00+03,20200
00D766,2017-07-31 14:26:00+03,36800
00D77C,2017-08-13 09:37:00+03,91500
00D7EE,2017-08-15 13:22:00+03,33800
00D837,2017-07-29 05:38:00+03,79900
00D85D,2017-07-15 04:47:00+03,81200
00D882,2017-07-12 03:59:00+03,59800
00D8D3,2017-07-02 12:04:00+03,67600
00D916,2017-07-30 16:41:00+03,28800
00D92E,2017-08-13 04:19:00+03,46200
00D96A,2017-07-13 22:13:00+03,45100
00D984,2017-08-03 02:25:00+03,28000
00D9EF,2017-07-29 08:01:00+03,65100
00DA58,2017-08-10 19:15:00+03,40800
00DA63,2017-08-01 10:19:00+03,12600
00DAE4,2017-08-06 12:17:00+03,24000
00DAED,2017-08-04 12:21:00+03,67600
00DB59,2017-07-31 16:29:00+03,56600
00DBC4,2017-08-03 08:09:00+03,12000
00DC18,2017-07-14 19:04:00+03,133200
00DC51,2017-07-26 12:29:00+03,387300
00DC56,2017-07-14 04:48:00+03,80900
00DC6F,2017-08-15 12:40:00+03,54500
00DC87,2017-08-14 14:44:00+03,42800
00DC94,2017-08-08 14:22:00+03,179300
00DCB8,2017-08-14 13:25:00+03,54500
00DCE0,2017-07-10 10:05:00+03,325500
00DD00,2017-08-15 12:16:00+03,26800
00DD63,2017-06-30 14:16:00+03,100600
00DD74,2017-08-03 10:04:00+03,58000
00DD78,2017-07-17 05:44:00+03,193700
00DDDA,2017-08-11 23:44:00+03,67100
00DDEA,2017-08-09 09:19:00+03,22000
00DDEE,2017-07-24 20:17:00+03,20200
00DE40,2017-08-05 14:35:00+03,97000
00DE63,2017-07-30 21:28:00+03,68900
00DE87,2017-07-25 06:16:00+03,62700
00DEF1,2017-07-30 20:21:00+03,21800
00DF13,2017-07-03 06:28:00+03,66600
00DF7A,2017-07-29 05:35:00+03,16400
0.00E+00,2017-08-13 11:49:00+03,12800
0.00E+00,2017-08-06 11:45:00+03,258400
00E0B1,2017-07-28 22:45:00+03,118200
00E0B4,2017-07-26 19:32:00+03,46000
00E0BE,2017-07-04 07:42:00+03,76800
00E11A,2017-07-07 22:19:00+03,285100
0.00E+00,2017-07-25 21:29:00+03,201200
0.00E+00,2017-07-24 03:19:00+03,30400
0.00E+00,2017-07-29 10:58:00+03,135400
00E22A,2017-07-17 12:20:00+03,113200
00E22F,2017-07-13 15:38:00+03,93400
00E24D,2017-07-25 16:13:00+03,79900
00E28A,2017-07-16 22:29:00+03,40000
00E2A4,2017-06-30 09:04:00+03,532800
0.00E+00,2017-08-15 06:18:00+03,87200
00E313,2017-07-29 19:04:00+03,49400
00E3A1,2017-08-14 05:15:00+03,58400
00E3D6,2017-07-30 01:22:00+03,43900
00E3E5,2017-07-22 21:04:00+03,369000
00E404,2017-07-29 04:44:00+03,26200
00E411,2017-08-14 18:08:00+03,160100
00E413,2017-08-14 23:04:00+03,27200
00E444,2017-07-04 07:12:00+03,145500
00E49F,2017-08-02 16:56:00+03,60400
00E4FD,2017-07-08 19:33:00+03,118900
00E551,2017-08-03 13:53:00+03,120600
00E566,2017-07-16 21:28:00+03,91500
00E56B,2017-08-12 10:32:00+03,124200
00E576,2017-07-14 04:33:00+03,135600
00E592,2017-08-07 04:13:00+03,8600
00E597,2017-08-08 11:38:00+03,68600
00E5DC,2017-07-31 22:18:00+03,58200
00E5E8,2017-07-10 05:06:00+03,13400
00E603,2017-08-11 11:42:00+03,6000
00E648,2017-07-11 19:30:00+03,92800
00E6CC,2017-07-14 19:06:00+03,73300
00E6D8,2017-07-17 15:08:00+03,44000
00E71B,2017-08-01 22:20:00+03,75600
00E725,2017-07-10 07:47:00+03,139400
00E730,2017-08-01 11:54:00+03,31400
00E743,2017-08-12 15:22:00+03,260900
00E758,2017-07-04 01:00:00+03,62800
00E821,2017-07-19 05:23:00+03,147700
00E84F,2017-07-01 19:18:00+03,58700
00E867,2017-07-18 03:43:00+03,138100
00E885,2017-07-24 09:20:00+03,232500
00E8AA,2017-07-17 10:56:00+03,42800
00E8BF,2017-07-13 02:01:00+03,58800
00E8D6,2017-07-26 17:30:00+03,44800
00E9AB,2017-07-01 10:12:00+03,7200
00E9D2,2017-07-08 08:51:00+03,101200
00E9D6,2017-07-30 13:10:00+03,32200
00E9DC,2017-08-03 05:09:00+03,38400
00EA00,2017-07-19 03:34:00+03,75200
00EAC4,2017-07-30 23:15:00+03,23400
00EAD0,2017-07-29 21:52:00+03,103800
00EB0D,2017-07-02 18:06:00+03,23200
00EB47,2017-07-18 03:33:00+03,246000
00EB66,2017-07-22 05:40:00+03,265700
00EBC0,2017-08-12 11:55:00+03,125200
00EC31,2017-07-14 09:26:00+03,248500
00EC69,2017-07-16 22:35:00+03,28000
00EC8D,2017-08-10 05:29:00+03,102700
00EC9F,2017-07-10 06:09:00+03,91500
00ECAB,2017-07-30 22:16:00+03,75300
00ED25,2017-08-01 21:17:00+03,24400
00ED3C,2017-07-02 11:51:00+03,43400
00ED7A,2017-08-09 17:50:00+03,26000
00EDF4,2017-08-08 18:33:00+03,20200
00EE1A,2017-07-28 08:22:00+03,62600
00EE44,2017-07-07 17:07:00+03,269700
00EE52,2017-08-14 00:11:00+03,42800
00EE6E,2017-08-15 12:28:00+03,336200
00EE9F,2017-07-30 22:54:00+03,26000
00EF4D,2017-07-26 10:05:00+03,40400
00EF5F,2017-08-01 04:39:00+03,75600
00EF72,2017-07-07 23:02:00+03,369000
00EF8A,2017-07-26 12:00:00+03,112000
00EF8D,2017-07-09 17:08:00+03,23200
00EFCC,2017-07-08 18:12:00+03,30000
00EFE2,2017-08-13 19:25:00+03,138500
00EFFB,2017-07-11 08:28:00+03,50800
00F023,2017-07-13 02:05:00+03,59800
00F03D,2017-06-29 22:12:00+03,19600
00F041,2017-07-25 00:53:00+03,99300
00F054,2017-08-14 07:42:00+03,129200
00F07F,2017-07-17 14:54:00+03,61800
00F088,2017-07-05 06:41:00+03,64300
00F159,2017-07-08 07:05:00+03,87600
00F172,2017-08-09 04:20:00+03,116100
00F1CF,2017-07-05 21:29:00+03,24400
00F1EF,2017-07-27 15:01:00+03,59000
00F20D,2017-07-23 18:19:00+03,81300
00F232,2017-07-07 13:25:00+03,62600
00F256,2017-07-18 08:35:00+03,73900
00F26A,2017-07-06 08:07:00+03,26700
00F26D,2017-07-12 09:27:00+03,47500
00F2BF,2017-08-07 14:09:00+03,56000
00F2E5,2017-08-11 12:31:00+03,26200
00F2F1,2017-08-02 04:32:00+03,23400
00F31C,2017-07-26 23:03:00+03,84100
00F356,2017-08-02 01:18:00+03,62100
00F3B9,2017-08-14 07:51:00+03,105000
00F3D2,2017-08-03 04:04:00+03,123000
00F4EF,2017-07-01 06:01:00+03,28000
00F515,2017-06-30 06:44:00+03,20000
00F519,2017-07-21 07:33:00+03,135400
00F553,2017-07-01 15:33:00+03,56000
00F555,2017-07-23 17:00:00+03,61900
00F598,2017-07-31 17:54:00+03,177200
00F618,2017-07-09 23:36:00+03,99600
00F691,2017-08-05 14:02:00+03,56600
00F6A2,2017-07-31 00:01:00+03,61800
00F703,2017-07-02 22:45:00+03,12400
00F716,2017-08-13 04:05:00+03,156000
00F73E,2017-08-12 00:46:00+03,531400
00F779,2017-08-10 04:15:00+03,47100
00F7B1,2017-06-29 14:04:00+03,18600
00F7ED,2017-08-12 06:50:00+03,31400
00F82A,2017-08-09 19:29:00+03,85000
00F915,2017-08-06 08:50:00+03,43800
00F97B,2017-07-15 14:48:00+03,28000
00F98C,2017-07-17 02:17:00+03,113200
00F9DC,2017-08-10 19:21:00+03,14400
00F9FB,2017-07-11 18:20:00+03,104800
00FA5A,2017-08-10 07:31:00+03,26000
00FA77,2017-07-23 01:21:00+03,19800
00FAD5,2017-07-07 13:26:00+03,32700
00FB45,2017-07-16 09:15:00+03,94700
00FB54,2017-08-05 07:42:00+03,68100
00FB6B,2017-08-02 06:32:00+03,289800
00FB9A,2017-08-14 21:33:00+03,75300
00FBC7,2017-08-08 16:05:00+03,35200
00FC3D,2017-07-28 06:52:00+03,56600
00FC75,2017-07-21 17:37:00+03,54300
00FCA9,2017-07-25 05:08:00+03,40400
00FCC9,2017-07-14 08:19:00+03,28000
00FCD0,2017-07-07 08:02:00+03,25100
00FCE4,2017-07-04 01:03:00+03,91200
00FD0A,2017-07-31 20:18:00+03,24500
00FD6A,2017-07-23 09:32:00+03,167400
00FD79,2017-08-07 22:00:00+03,79900
00FE5B,2017-07-31 00:22:00+03,207200
00FEC5,2017-07-05 02:51:00+03,47600
00FEEB,2017-07-11 11:58:00+03,8200
00FF90,2017-07-08 18:17:00+03,6000
00FF9D,2017-07-12 00:35:00+03,167400
00FFAD,2017-07-11 13:27:00+03,55800
00FFD1,2017-08-01 11:27:00+03,133200
00FFDD,2017-07-24 13:06:00+03,69600
10016,2017-07-01 13:16:00+03,25000
10084,2017-08-09 23:15:00+03,73300
0100D1,2017-07-05 00:01:00+03,131600
0100FE,2017-08-01 11:10:00+03,25200
10140,2017-08-10 20:35:00+03,190100
10153,2017-07-13 00:49:00+03,200000
0101A9,2017-08-11 18:09:00+03,191400
0101BD,2017-07-28 19:07:00+03,125400
0101DE,2017-07-27 23:31:00+03,64700
0101FF,2017-07-19 18:43:00+03,134200
10203,2017-07-16 01:01:00+03,56600
01021B,2017-08-12 08:43:00+03,187600
01022D,2017-07-11 00:42:00+03,26800
01025C,2017-07-19 07:15:00+03,108600
0102A4,2017-07-28 23:46:00+03,15000
0102D8,2017-08-09 19:06:00+03,62600
10325,2017-07-01 09:34:00+03,33100
0103AD,2017-07-03 23:21:00+03,10600
0103BE,2017-07-17 22:42:00+03,32800
0103D8,2017-08-07 02:45:00+03,21400
0103F0,2017-08-03 03:21:00+03,24400
01041F,2017-07-24 14:17:00+03,103200
10457,2017-07-03 22:51:00+03,116500
10477,2017-07-05 11:52:00+03,81800
0104AD,2017-07-22 20:35:00+03,26000
0104B1,2017-07-15 07:00:00+03,85000
0104BE,2017-07-07 03:28:00+03,84500
0104C7,2017-08-13 02:04:00+03,26000
0104D0,2017-07-02 15:31:00+03,103200
0104F5,2017-08-01 20:33:00+03,96200
10513,2017-07-05 11:32:00+03,16400
10551,2017-07-21 01:13:00+03,51600
10562,2017-07-11 20:15:00+03,7800
01058F,2017-08-07 09:50:00+03,58200
0105FA,2017-08-15 16:37:00+03,81600
0106C5,2017-07-11 00:26:00+03,153000
0106D9,2017-07-18 03:32:00+03,168000
0106F4,2017-07-31 10:20:00+03,254900
10719,2017-07-21 11:30:00+03,532800
01075F,2017-07-12 10:55:00+03,70100
10798,2017-07-12 04:27:00+03,111600
0107DE,2017-07-24 23:53:00+03,120900
0107FD,2017-08-06 20:49:00+03,12600
10885,2017-08-14 10:42:00+03,14800
10905,2017-08-13 01:17:00+03,300700
01090C,2017-07-12 03:10:00+03,57800
10925,2017-07-18 14:29:00+03,81300
10937,2017-07-12 13:09:00+03,111600
01093F,2017-07-11 03:51:00+03,56000
01096D,2017-08-10 00:33:00+03,75300
10973,2017-07-04 23:59:00+03,39500
10986,2017-08-10 19:32:00+03,94000
10998,2017-07-20 23:46:00+03,178800
0109C2,2017-07-20 07:42:00+03,66600
010A40,2017-07-14 01:48:00+03,40000
010A46,2017-07-27 03:22:00+03,48900
010A78,2017-07-30 08:53:00+03,119500
010A87,2017-07-21 17:21:00+03,13400
010B25,2017-08-14 05:29:00+03,35200
010B76,2017-07-21 17:39:00+03,88400
010BD3,2017-07-07 15:28:00+03,105600
010C01,2017-07-11 11:46:00+03,55800
010C35,2017-07-11 10:22:00+03,46400
010C37,2017-08-03 20:05:00+03,56000
010C55,2017-07-02 18:26:00+03,57800
010C5C,2017-08-06 18:22:00+03,40600
010C66,2017-07-28 23:03:00+03,59200
010CA7,2017-07-31 09:22:00+03,284400
010CE0,2017-07-09 10:04:00+03,56000
010CF4,2017-07-12 18:25:00+03,38000
010D69,2017-08-15 02:09:00+03,279000
010DBE,2017-08-06 18:33:00+03,103100
010DCB,2017-07-14 14:43:00+03,113300
010DF1,2017-08-10 12:30:00+03,296400
1.00E+07,2017-07-17 12:26:00+03,26000
010E0E,2017-07-04 22:28:00+03,12600
010E6F,2017-07-07 10:39:00+03,30000
1.00E+97,2017-07-09 16:45:00+03,52000
010F0A,2017-08-03 18:07:00+03,70700
010FA5,2017-07-12 10:02:00+03,50200
010FD3,2017-07-23 23:16:00+03,24400
01100A,2017-08-03 12:23:00+03,37700
01100E,2017-07-14 07:56:00+03,14400
11056,2017-07-17 18:18:00+03,62600
11078,2017-07-28 16:25:00+03,88900
01107F,2017-08-04 13:10:00+03,31200
11105,2017-07-12 06:43:00+03,26000
01111A,2017-08-15 15:29:00+03,242900
01114C,2017-07-06 02:27:00+03,12600
11179,2017-07-11 10:43:00+03,68800
0111B8,2017-07-19 09:09:00+03,122000
11203,2017-07-21 05:05:00+03,79600
0112A0,2017-07-23 12:06:00+03,47200
0112FF,2017-07-12 13:21:00+03,44500
11315,2017-07-24 14:05:00+03,100600
01132E,2017-07-16 18:53:00+03,26000
11352,2017-07-10 14:41:00+03,127300
11400,2017-07-29 21:01:00+03,293400
11485,2017-07-20 02:02:00+03,43200
0114CF,2017-08-12 10:56:00+03,17600
11592,2017-07-17 13:48:00+03,85000
0115C7,2017-07-15 16:33:00+03,92900
0115D5,2017-07-27 12:54:00+03,55800
11603,2017-07-10 11:44:00+03,83000
01164E,2017-08-10 02:54:00+03,78500
11664,2017-08-12 01:25:00+03,222000
01166A,2017-07-14 15:13:00+03,75300
11776,2017-07-23 22:10:00+03,22000
01177B,2017-08-08 13:31:00+03,135000
01177C,2017-08-01 13:38:00+03,56000
11793,2017-08-13 03:55:00+03,58800
11799,2017-07-13 16:31:00+03,23200
1.17E+09,2017-08-04 15:06:00+03,28000
0117F5,2017-08-07 06:17:00+03,124100
11854,2017-08-03 10:19:00+03,25000
11877,2017-07-23 03:13:00+03,136600
0118A6,2017-07-07 12:08:00+03,43000
0118A7,2017-07-26 23:06:00+03,21400
11948,2017-07-08 18:47:00+03,70100
11991,2017-07-07 17:20:00+03,96800
1.19E+11,2017-07-04 18:05:00+03,34000
011A1D,2017-07-07 09:14:00+03,18000
011A5E,2017-07-11 07:44:00+03,28000
011AB0,2017-08-02 20:56:00+03,25600
011B65,2017-07-21 04:15:00+03,100200
011B7C,2017-08-14 19:33:00+03,83200
011B81,2017-07-27 15:08:00+03,54600
011BB0,2017-07-10 07:15:00+03,46400
011BC6,2017-08-14 18:35:00+03,21800
011C0F,2017-07-01 04:41:00+03,27700
011DBD,2017-07-12 17:52:00+03,148200
011DD3,2017-07-26 02:06:00+03,24400
1.10E+41,2017-07-09 10:24:00+03,115900
011EFB,2017-07-02 03:28:00+03,8400
011F0B,2017-07-16 20:02:00+03,145100
011F4A,2017-07-03 21:04:00+03,23200
011F80,2017-08-13 11:00:00+03,43900
011F96,2017-08-05 13:45:00+03,265700
12066,2017-08-13 16:45:00+03,138000
01206A,2017-06-28 12:44:00+03,117600
12076,2017-07-07 11:56:00+03,216600
0120B8,2017-07-08 13:57:00+03,23200
0120F7,2017-08-07 09:47:00+03,46400
12190,2017-07-19 03:55:00+03,85600
0121C7,2017-07-08 11:36:00+03,47600
1.21E+06,2017-07-20 06:42:00+03,53600
0121F0,2017-07-15 13:16:00+03,354400
12205,2017-07-14 20:56:00+03,24400
12213,2017-07-31 13:16:00+03,59900
12237,2017-07-22 17:49:00+03,112000
12258,2017-08-03 11:24:00+03,11600
12278,2017-07-26 11:26:00+03,65900
12290,2017-07-06 17:38:00+03,86500
0122F6,2017-07-08 02:40:00+03,88800
12303,2017-07-08 19:05:00+03,27200
12382,2017-07-01 18:08:00+03,46400
12430,2017-07-04 16:55:00+03,260700
12466,2017-08-13 04:38:00+03,22000
01247F,2017-07-30 18:18:00+03,44800
0124A4,2017-07-10 15:18:00+03,50600
0124D5,2017-07-26 17:06:00+03,30100
0124F1,2017-08-05 02:54:00+03,57800
12532,2017-08-04 21:33:00+03,56000
0125FD,2017-07-03 10:18:00+03,98300
12614,2017-07-31 13:04:00+03,19300
01262C,2017-07-27 17:32:00+03,140400
12641,2017-08-06 23:14:00+03,89600
01267F,2017-07-05 08:39:00+03,40800
12680,2017-08-10 14:43:00+03,23200
01272A,2017-07-06 22:23:00+03,40000
01273A,2017-07-07 12:45:00+03,55800
0127A1,2017-07-26 14:18:00+03,16400
0127AA,2017-07-09 06:45:00+03,56900
0127B2,2017-07-01 13:58:00+03,56000
1.27E+03,2017-06-29 20:02:00+03,73500
1.27E+07,2017-07-13 19:00:00+03,99700
12815,2017-08-11 23:27:00+03,70700
